message,target
"Haha... Sounds crazy, dunno can tahan anot...",0
"Sorry, I'll call later",0
He says hi and to get your ass back to south tampa (preferably at a kegger),0
Its not that time of the month nor mid of the time?,0
Was actually about to send you a reminder today. Have a wonderful weekend,0
I've reached sch already...,0
Can come my room but cannot come my house cos my house still messy... Haha...,0
Lol now I'm after that hot air balloon!,0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
Was it something u ate?,0
Life style garments account no please.,0
Ok lor.,0
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0
"life alle mone,eppolum oru pole allalo",0
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0
I am in a marriage function,0
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,0
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",0
Just sleeping..and surfing,0
Lol great now im getting hungry.,0
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0
"Yeah that's what I thought, lemme know if anything's goin on later",0
Both :) i shoot big loads so get ready!,0
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,0
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,0
Hi dear we saw dear. We both are happy. Where you my battery is low,0
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,1
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0
Well she's in for a big surprise!,0
So ü'll be submitting da project tmr rite?,0
"Sorry, I'll call later",0
Waiting in e car 4 my mum lor. U leh? Reach home already?,0
What about this one then.,0
i see. When we finish we have loads of loans to pay,0
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0
I'm at home. Please call,0
Just send a text. We'll skype later.,0
That was random saw my old roomate on campus. He graduated,0
"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",1
Ü v ma fan...,0
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0
X course it 2yrs. Just so her messages on messenger lik you r sending me,0
"Aight, text me tonight and we'll see what's up",0
Wen did you get so spiritual and deep. That's great,0
Thanks for ve lovely wisheds. You rock,0
No but the bluray player can,0
I am waiting machan. Call me once you free.,0
Oh baby of the house. How come you dont have any new pictures on facebook,0
Jason says it's cool if we pick some up from his place in like an hour,0
You have 1 new message. Please call 08712400200.,1
"Since when, which side, any fever, any vomitin.",0
Where's my boytoy? I miss you ... What happened?,0
S'fine. Anytime. All the best with it.,0
Dude im no longer a pisces. Im an aquarius now.,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
"Sorry sir, i will call you tomorrow.  senthil.hsbc",0
Yes. I come to nyc for audiitions and am trying to relocate.,0
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1
K..k.:)congratulation ..,0
Same. Wana plan a trip sometme then,0
And stop being an old man. You get to build snowman snow angels and snowball fights.,0
Rats. Hey did u ever vote for the next themes?,0
Nice.nice.how is it working?,0
I'm in inside office..still filling forms.don know when they leave me.,0
"Oops, I'll let you know when my roommate's done",0
&lt;#&gt;  am I think? Should say on syllabus,0
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
"(And my man carlos is definitely coming by mu tonight, no excuses)",0
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1
Does not operate after  &lt;#&gt;  or what,0
"Dear relieved of westonzoyland, all going to plan this end too!",0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0
Dear how is chechi. Did you talk to her,0
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0
Wat happened to the cruise thing,0
U still going to the mall?,0
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0
Oh god. I'm gonna Google nearby cliffs now.,0
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",1
Cos i want it to be your thing,0
"Yo, you around? Just got my car back",0
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0
Ok i'm coming home now.,0
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,1
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0
No break time one... How... I come out n get my stuff fr ü?,0
Like a personal sized or what,0
I've not sent it. He can send me.,0
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0
My uncles in Atlanta. Wish you guys a great semester.,0
Are you this much buzy,0
Serious? What like proper tongued her,0
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0
Which channel:-):-):):-).,0
Ok,0
"I'm home, my love ... If your still awake ... *loving kiss*",0
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,0
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0
Anything lor... U decide...,0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0
Nope watching tv at home... Not going out. V bored...,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1
I've reached already.,0
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0
Hui xin is in da lib.,0
Today my system sh get ready.all is well and i am also in the deep well,0
Have you started in skye,0
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
U 2.,0
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1
:-) :-),0
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0
Arun can u transfr me d amt,0
Noooooooo please. Last thing I need is stress. For once in your life be fair.,0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
I had it already..sabarish asked me to go..,0
Once free call me sir.,0
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0
No..its ful of song lyrics..,0
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,0
Orh i tot u say she now still dun believe.,0
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",0
"Sorry, I'll call later",0
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
Are you at work right now ?,0
Lol ok. I'll snatch her purse too.,0
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",0
Just normal only here :),0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1
Can you do a mag meeting this avo at some point?,0
Have you always been saying welp?,0
"Yep, by the pretty sculpture",0
What is important is that you prevent dehydration by giving her enough fluids,0
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0
I think just yourself …Thanks and see you tomo,0
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,0
Horrible gal. Me in sch doing some stuff. How come u got mc?,0
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,0
Are you driving or training?,0
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",0
Nobody can decide where to eat and dad wants Chinese,0
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,0
I am in hospital da. . I will return home in evening,0
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0
"Tick, tick, tick ... Babe",0
Ok... Take ur time n enjoy ur dinner...,0
Not directly behind... Abt 4 rows behind ü...,0
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0
I am in hospital da. . I will return home in evening,0
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
i dnt wnt to tlk wid u,0
Just haven't decided where yet eh ?,0
Ard 515 like dat. Y?,0
Whom you waited for yesterday,0
There the size of elephant tablets & u shove um up ur ass!!,0
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0
Kothi print out marandratha.,0
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1
I think asking for a gym is the excuse for lazy people. I jog.,0
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0
"Haha yeah, 2 oz is kind of a shitload",0
Anything lor. Juz both of us lor.,0
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,0
No..few hours before.went to hair cut .,0
Dont put your phone on silent mode ok,0
"Come to mu, we're sorting out our narcotics situation",0
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0
"Yeah, probably here for a while",0
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0
And now electricity just went out fml.,0
Yes. Nigh you cant aha.,0
"I've got ten bucks, jay is being noncomittal",0
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0
What happened to our yo date?,0
Just do what ever is easier for you,0
Yup ok thanx...,0
Ok... Thanx... Gd nite 2 ü too...,0
I can take you at like noon,0
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0
Would me smoking you out help us work through this difficult time,0
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1
I'm stuck in da middle of da row on da right hand side of da lt... ,0
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0
S:)no competition for him.,0
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0
He didn't see his shadow. We get an early spring yay,0
No problem. We will be spending a lot of quality time together...,0
Surely result will offer:),0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
Hey are we going for the lo lesson or gym? ,0
"No, I was trying it all weekend ;V",0
Now got tv 2 watch meh? U no work today?,0
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,0
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0
Lol. Well quality aint bad at all so i aint complaining,0
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1
Ok thanx...,0
Ill be at yours in about 3 mins but look out for me,0
"Yeah sure, give me a couple minutes to track down my wallet",0
I'm at home n ready...,0
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1
What type of stuff do you sing?,0
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
There are many company. Tell me the language.,0
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0
"Ah, well that confuses things, doesn‘t it?",0
Hope youre not having too much fun without me!! see u tomorrow love jess x,0
Hi.:)technical support.providing assistance to us customer through call and email:),0
Yupz... I've oredi booked slots 4 my weekends liao... ,0
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0
Ok... Then r we meeting later?,0
"She was supposed to be but couldn't make it, she's still in town though",0
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0
… and don‘t worry we‘ll have finished by march … ish!,0
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,1
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0
How much r ü willing to pay?,0
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",0
Understand. his loss is my gain :) so do you work? School?,0
Do you like Italian food?,0
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,0
Shall i start from hear.,0
Have a good evening! Ttyl,0
Bbq this sat at mine from 6ish. Ur welcome 2 come,0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1
Call FREEPHONE 0800 542 0578 now!,1
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,0
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
"Sorry, I'll call later",0
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0
Aiyah then i wait lor. Then u entertain me. Hee...,0
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0
Im on gloucesterroad what are uup to later?,0
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,1
Wa... U so efficient... Gee... Thanx...,0
"Yeah I should be able to, I'll text you when I'm ready to meet up",0
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0
K:)k:)good:)study well.,0
Dont think so. It turns off like randomlly within 5min of opening,0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",0
"Haven't seen my facebook, huh? Lol!",0
O we cant see if we can join denis and mina? Or does denis want alone time,0
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
"Aight, I'll hit you up when I get some cash",0
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0
Good night. Am going to sleep.,0
Ok can...,0
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0
I wanna watch that movie,0
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0
Kallis wont bat in 2nd innings.,0
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0
Cheers for the card ... Is it that time of year already?,0
No go. No openings for that room 'til after thanksgiving without an upcharge.,0
Oh k:)after that placement there ah?,0
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),0
Mm umma ask vava also to come tell him can play later together,0
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0
Ok. Very good. Its all about making that money.,0
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",1
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0
For my family happiness..,0
U repeat e instructions again. Wat's e road name of ur house?,0
If u sending her home first it's ok lor. I'm not ready yet.,0
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1
K..give back my thanks.,0
Where are you?when wil you reach here?,0
"Sorry, I'll call later",0
I don't think he has spatula hands!,0
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
Sorry. || mail? || ,0
"Alright, we're all set here, text the man",0
It shall be fine. I have avalarr now. Will hollalater,0
"Probably not, I'm almost out of gas and I get some cash tomorrow",0
With my sis lor... We juz watched italian job.,0
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",0
Oic... Then better quickly go bathe n settle down...,0
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0
I'll probably be by tomorrow (or even later tonight if something's going on),0
Kay... Since we are out already ,0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
Go fool dont cheat others ok,0
"Looks like you found something to do other than smoke, great job!",0
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0
Lmao you know me so well...,0
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
U should make a fb list,0
If u dun drive then how i go 2 sch.,0
Hai priya are you right. What doctor said pa. Where are you.,0
Thanks  and ! Or bomb and date as my phone wanted to say! ,0
I cant pick the phone right now. Pls send a message,0
Dear reached railway. What happen to you,0
You are right. Meanwhile how's project twins comin up,0
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0
Of course. I guess god's just got me on hold right now.,0
"Pity, * was in mood for that. So...any other suggestions?",0
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1
"Its ok, called mom instead have fun",0
Now am free call me pa.,0
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1
Dont let studying stress you out. L8r.,0
Hey gals...U all wanna meet 4 dinner at nìte? ,0
Yeah right! I'll bring my tape measure fri!,0
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0
Thanks for understanding. I've been trying to tell sura that.,0
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",0
K..k..i'm also fine:)when will you complete the course?,0
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0
No calls..messages..missed calls,0
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1
"Hi elaine, is today's meeting confirmed?",0
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,0
1's reach home call me.,0
S.s:)i thinl role is like sachin.just standing. Others have to hit.,0
"Sorry, I can't help you on this.",0
Are you wet right now?,0
I will reach ur home in  &lt;#&gt;  minutes,0
Cps is causing the outages to conserve energy.,0
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",1
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0
Yup n her fren lor. I'm meeting my fren at 730.,0
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0
Hey... What time is your driving on fri? We go for evaluation on fri?,0
Wat time do u wan 2 meet me later?,0
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0
Tmr timin still da same wat cos i got lesson until 6...,0
Ugh. Gotta drive back to sd from la. My butt is sore.,0
"Nope, I'm still in the market",0
"Aight, can you text me the address?",0
After completed degree. There is no use in joining finance.,0
"I call you later, don't have network. If urgnt, sms me.",0
